InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
548739,22055,MINI CAKE STAND  HANGING STRAWBERY,3,4/4/2011 11:28,1.65,15493.0,United Kingdom
573904,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,11/1/2011 14:54,2.08,14505.0,United Kingdom
579002,22420,LIPSTICK PEN BABY PINK,2,11/27/2011 16:27,0.42,14093.0,United Kingdom
580308,23518,EMBROIDERED RIBBON REEL RACHEL ,6,12/2/2011 14:30,2.89,14250.0,United Kingdom
568206,23232,WRAP VINTAGE LEAF DESIGN,50,9/25/2011 15:32,0.42,14806.0,United Kingdom
571428,23301,GARDENERS KNEELING PAD KEEP CALM ,12,10/17/2011 12:47,1.65,17534.0,United Kingdom
574287,23045,PAPER LANTERN 5 POINT STAR MOON ,1,11/3/2011 15:09,4.15,14723.0,United Kingdom
574700,22121,NOEL WOODEN BLOCK LETTERS ,2,11/6/2011 13:53,5.95,16033.0,United Kingdom
538998,85178,VICTORIAN SEWING KIT,36,12/15/2010 12:08,1.25,15061.0,United Kingdom
574149,22483,RED GINGHAM TEDDY BEAR ,6,11/3/2011 11:29,2.95,13709.0,United Kingdom
561898,23169,CLASSIC GLASS COOKIE JAR,6,7/31/2011 15:25,4.15,12456.0,Switzerland
C542094,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,1/25/2011 12:47,12.75,13310.0,United Kingdom
541509,22667,RECIPE BOX RETROSPOT ,1,1/18/2011 16:31,2.95,13263.0,United Kingdom
552269,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,5/8/2011 11:52,2.95,16121.0,United Kingdom
571456,84836,ZINC METAL HEART DECORATION,12,10/17/2011 13:57,1.25,16729.0,United Kingdom
569521,22867,HAND WARMER BIRD DESIGN,24,10/4/2011 14:33,2.1,16474.0,United Kingdom
555820,85176,SEWING SUSAN 21 NEEDLE SET,12,6/7/2011 12:01,0.85,16133.0,United Kingdom
562101,84987,SET OF 36 TEATIME PAPER DOILIES,12,8/2/2011 14:04,1.45,13850.0,United Kingdom
567859,22969,HOMEMADE JAM SCENTED CANDLES,12,9/22/2011 13:51,1.45,12936.0,United Kingdom
576593,23515,EMBROIDERED RIBBON REEL DAISY ,1,11/15/2011 14:48,2.08,15720.0,United Kingdom
542790,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2/1/2011 10:38,1.25,16612.0,United Kingdom
577407,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,11/20/2011 10:37,2.55,14739.0,United Kingdom
561671,21912,VINTAGE SNAKES & LADDERS,144,7/28/2011 17:17,2.62,12830.0,United Kingdom
578844,22597,MUSICAL ZINC HEART DECORATION ,1,11/25/2011 16:14,0.83,,United Kingdom
569768,23012,GLASS APOTHECARY BOTTLE PERFUME,12,10/6/2011 11:27,3.45,13078.0,United Kingdom
578266,21165,BEWARE OF THE CAT METAL SIGN ,1,11/23/2011 13:34,1.69,12748.0,United Kingdom
564737,47566,PARTY BUNTING,4,8/28/2011 14:00,4.95,15312.0,United Kingdom
575607,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,11/10/2011 12:37,2.46,14096.0,United Kingdom
563096,20677,PINK POLKADOT BOWL,8,8/12/2011 9:10,1.25,15544.0,United Kingdom
553546,22979,PANTRY WASHING UP BRUSH,72,5/17/2011 15:42,1.25,12415.0,Australia
581492,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,12/9/2011 10:03,7.46,,United Kingdom
580674,22059,CERAMIC STRAWBERRY DESIGN MUG,3,12/5/2011 14:31,0.39,,United Kingdom
559698,22197,POPCORN HOLDER,8,7/11/2011 17:07,0.85,17589.0,United Kingdom
551945,BANK CHARGES,Bank Charges,1,5/5/2011 11:09,15.0,16714.0,United Kingdom
562377,23288,GREEN VINTAGE SPOT BEAKER,2,8/4/2011 15:04,0.85,14535.0,United Kingdom
572862,22150,3 STRIPEY MICE FELTCRAFT,2,10/26/2011 12:48,1.95,16750.0,United Kingdom
572055,22481,BLACK TEA TOWEL CLASSIC DESIGN,1,10/20/2011 12:34,1.25,17346.0,United Kingdom
577768,21390,FILIGRIS HEART WITH BUTTERFLY,1,11/21/2011 15:18,2.46,,United Kingdom
C569636,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-1,10/5/2011 12:14,2.1,12841.0,United Kingdom
568147,82482,WOODEN PICTURE FRAME WHITE FINISH,6,9/25/2011 11:34,2.95,15044.0,United Kingdom
553162,22961,JAM MAKING SET PRINTED,3,5/13/2011 15:53,3.29,,United Kingdom
542080,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,1/25/2011 12:16,2.95,13815.0,Germany
561360,22960,JAM MAKING SET WITH JARS,12,7/26/2011 15:37,3.75,16133.0,United Kingdom
570465,22078,RIBBON REEL LACE DESIGN ,4,10/10/2011 16:02,2.1,,United Kingdom
538250,22588,CARD HOLDER GINGHAM HEART,1,12/10/2010 12:20,2.55,18118.0,United Kingdom
550987,84598,BOYS ALPHABET IRON ON PATCHES,14,4/21/2011 18:10,0.21,,United Kingdom
538812,22660,DOORMAT I LOVE LONDON,2,12/14/2010 12:25,7.95,18044.0,United Kingdom
550439,22191,IVORY DINER WALL CLOCK,2,4/18/2011 12:17,8.5,18231.0,United Kingdom
563585,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,8/17/2011 17:01,4.95,17070.0,United Kingdom
566290,22210,WOOD STAMP SET BEST WISHES,1,9/11/2011 15:24,0.83,14456.0,United Kingdom
574336,23298,SPOTTY BUNTING,3,11/4/2011 9:52,4.95,12397.0,Belgium
573375,23569,TRADTIONAL ALPHABET STAMP SET,16,10/30/2011 13:42,4.95,15521.0,United Kingdom
577768,85104,SILVER GLASS T-LIGHT SET,3,11/21/2011 15:18,5.79,,United Kingdom
538419,20793,BLUE TILED TRAY,1,12/12/2010 12:01,6.75,16367.0,United Kingdom
560504,22613,PACK OF 20 SPACEBOY NAPKINS,12,7/19/2011 11:47,0.85,13081.0,United Kingdom
537434,90161B,ANT COPPER TURQ BOUDICCA BRACELET,1,12/6/2010 16:57,5.09,,United Kingdom
562031,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,8/1/2011 17:37,7.95,16984.0,United Kingdom
571502,84991,60 TEATIME FAIRY CAKE CASES,24,10/17/2011 15:18,0.55,14422.0,United Kingdom
549947,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,4/13/2011 12:47,0.85,18260.0,United Kingdom
557276,23138,SINGLE WIRE HOOK IVORY HEART,3,6/19/2011 12:05,1.45,16931.0,United Kingdom
545345,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,3/2/2011 9:33,3.75,14180.0,United Kingdom
540372,22203,MILK PAN RED RETROSPOT,4,1/6/2011 16:41,3.75,13081.0,United Kingdom
552708,48187,DOORMAT NEW ENGLAND,2,5/10/2011 16:19,7.95,13487.0,United Kingdom
552640,21452,TOADSTOOL MONEY BOX,1,5/10/2011 13:19,2.95,17841.0,United Kingdom
549570,90184A,AMBER CHUNKY BEAD BRACELET W STRAP,1,4/10/2011 15:19,8.95,17550.0,United Kingdom
556932,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,6/15/2011 15:41,1.63,,United Kingdom
572442,21576,LETS GO SHOPPING COTTON TOTE BAG,6,10/24/2011 12:09,2.25,12546.0,Spain
566199,22694,WICKER STAR ,6,9/9/2011 14:12,2.1,14824.0,United Kingdom
557147,23202,JUMBO BAG VINTAGE LEAF,10,6/17/2011 10:51,2.08,12408.0,Belgium
560264,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,7/17/2011 13:46,6.75,12833.0,United Kingdom
572291,23501,KEY RING BASEBALL BOOT UNION JACK,6,10/23/2011 12:46,1.25,16931.0,United Kingdom
567901,21231,SWEETHEART CERAMIC TRINKET BOX,1,9/22/2011 16:28,2.46,,United Kingdom
579187,84978,HANGING HEART JAR T-LIGHT HOLDER,6,11/28/2011 15:31,2.46,,United Kingdom
576378,23322,LARGE WHITE HEART OF WICKER,12,11/15/2011 9:15,2.95,15628.0,United Kingdom
555509,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,6/3/2011 17:07,4.95,13435.0,United Kingdom
547498,22562,MONSTERS STENCIL CRAFT,1,3/23/2011 12:24,1.25,15021.0,United Kingdom
545063,17090D,VANILLA INCENSE 40 CONES IN TIN,1,2/27/2011 14:26,1.25,14606.0,United Kingdom
581019,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,12/7/2011 10:11,3.75,14794.0,United Kingdom
C552029,23132,SMALL IVORY HEART WALL ORGANISER,-1,5/5/2011 18:11,5.75,15622.0,United Kingdom
556784,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,6/14/2011 13:15,2.95,14461.0,United Kingdom
564835,23182,TOILET SIGN OCCUPIED OR VACANT,1,8/30/2011 12:31,2.46,,United Kingdom
577074,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,24,11/17/2011 15:04,0.85,15399.0,United Kingdom
557954,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,6/23/2011 18:44,4.15,15023.0,United Kingdom
579187,20727,LUNCH BAG  BLACK SKULL.,2,11/28/2011 15:31,4.13,,United Kingdom
579868,23351,ROLL WRAP 50'S CHRISTMAS,12,11/30/2011 16:43,1.25,15544.0,United Kingdom
580386,23284,DOORMAT KEEP CALM AND COME IN,2,12/4/2011 10:29,8.25,18065.0,United Kingdom
541592,22630,DOLLY GIRL LUNCH BOX,2,1/19/2011 15:08,4.13,,United Kingdom
554030,21912,VINTAGE SNAKES & LADDERS,4,5/20/2011 13:56,3.75,16497.0,United Kingdom
575739,23330,DECORATIVE WICKER HEART MEDIUM,3,11/11/2011 9:05,2.46,,United Kingdom
576840,22574,HEART WOODEN CHRISTMAS DECORATION,2,11/16/2011 15:23,1.63,,United Kingdom
536862,20725,LUNCH BAG RED RETROSPOT,3,12/3/2010 11:13,5.06,,United Kingdom
574009,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,11/2/2011 11:49,2.95,15750.0,United Kingdom
C559468,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,7/8/2011 13:36,1.25,14905.0,United Kingdom
561651,21479,WHITE SKULL HOT WATER BOTTLE ,1,7/28/2011 15:36,7.46,,United Kingdom
557605,22697,GREEN REGENCY TEACUP AND SAUCER,24,6/21/2011 12:06,2.55,14911.0,EIRE
574877,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,11/7/2011 13:17,0.29,16637.0,United Kingdom
565117,82600,NO SINGING METAL SIGN,12,9/1/2011 11:33,2.1,13089.0,United Kingdom
550471,21231,SWEETHEART CERAMIC TRINKET BOX,1,4/18/2011 13:52,2.46,,United Kingdom
565407,10120,DOGGY RUBBER,3,9/4/2011 11:00,0.21,16983.0,United Kingdom
536412,21731,RED TOADSTOOL LED NIGHT LIGHT,5,12/1/2010 11:49,1.65,17920.0,United Kingdom
561258,35970,ZINC FOLKART SLEIGH BELLS,72,7/26/2011 12:03,1.49,15513.0,United Kingdom
C567708,22900,SET 2 TEA TOWELS I LOVE LONDON ,-7,9/22/2011 9:53,3.25,15201.0,United Kingdom
538351,21098,CHRISTMAS TOILET ROLL,1,12/10/2010 15:17,3.36,,United Kingdom
546850,21508,VINTAGE KID DOLLY CARD ,12,3/17/2011 13:20,0.42,13268.0,United Kingdom
547788,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,3/25/2011 12:00,2.92,,United Kingdom
575729,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,11/10/2011 19:49,1.25,17932.0,United Kingdom
549584,82600,NO SINGING METAL SIGN,12,4/11/2011 9:47,2.1,17574.0,United Kingdom
556197,82581,TOILET METAL SIGN,12,6/9/2011 12:27,0.55,18065.0,United Kingdom
554512,85127,SMALL SQUARE CUT GLASS CANDLESTICK,4,5/24/2011 15:54,9.96,,United Kingdom
545216,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2/28/2011 16:50,1.63,,United Kingdom
547358,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,3,3/22/2011 12:25,2.1,15998.0,United Kingdom
538827,21873,IF YOU CAN'T STAND THE HEAT MUG,36,12/14/2010 12:59,0.42,14298.0,United Kingdom
543481,22540,MINI JIGSAW CIRCUS PARADE ,20,2/8/2011 16:25,0.42,14606.0,United Kingdom
558447,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,6/29/2011 13:40,1.79,15311.0,United Kingdom
537666,20992,JAZZ HEARTS PURSE NOTEBOOK,4,12/7/2010 18:36,1.66,,United Kingdom
545895,23193,BUFFALO BILL TREASURE BOOK BOX,1,3/7/2011 17:14,4.58,,United Kingdom
C567885,22698,PINK REGENCY TEACUP AND SAUCER,-1,9/22/2011 15:17,2.95,12879.0,United Kingdom
575735,85179A,GREEN BITTY LIGHT CHAIN,12,11/11/2011 8:46,1.25,14156.0,EIRE
541969,21407,BROWN CHECK CAT DOORSTOP ,1,1/24/2011 13:46,8.29,,United Kingdom
559606,22430,ENAMEL WATERING CAN CREAM,1,7/11/2011 11:38,4.95,14606.0,United Kingdom
569866,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,10/6/2011 14:50,1.25,12757.0,Portugal
552668,20711,JUMBO BAG TOYS ,1,5/10/2011 15:05,4.13,,United Kingdom
538349,22585,PACK OF 6 BIRDY GIFT TAGS,1,12/10/2010 14:59,2.51,,United Kingdom
580729,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,12/5/2011 17:24,7.46,,United Kingdom
574950,22821,GIFT BAG PSYCHEDELIC APPLES,2,11/8/2011 9:29,0.83,,United Kingdom
554372,21733,RED HANGING HEART T-LIGHT HOLDER,6,5/24/2011 10:50,2.95,13842.0,United Kingdom
546912,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,4,3/17/2011 20:12,2.1,15861.0,United Kingdom
554104,22652,TRAVEL SEWING KIT,10,5/22/2011 14:03,1.65,12705.0,Germany
571105,22536,MAGIC DRAWING SLATE PURDEY,3,10/13/2011 16:01,0.42,17614.0,United Kingdom
550775,23201,JUMBO BAG ALPHABET,10,4/20/2011 13:18,2.08,15805.0,United Kingdom
578520,23344,JUMBO BAG 50'S CHRISTMAS ,10,11/24/2011 13:57,2.08,14591.0,United Kingdom
577174,71406C,BLACK ORANGE SQUEEZER,6,11/18/2011 10:58,0.42,17841.0,United Kingdom
556579,21001,ROSE DU SUD WASHBAG ,3,6/13/2011 14:16,5.95,15069.0,United Kingdom
565232,22246,MAGIC GARDEN FELT GARLAND ,1,9/2/2011 9:30,4.13,,United Kingdom
542534,22605,WOODEN CROQUET GARDEN SET,3,1/28/2011 13:27,14.95,13707.0,United Kingdom
567901,23402,HOME SWEET HOME 3 PEG HANGER ,1,9/22/2011 16:28,7.46,,United Kingdom
581217,82580,BATHROOM METAL SIGN,2,12/8/2011 9:20,1.25,,United Kingdom
566267,23401,RUSTIC MIRROR WITH LACE HEART,2,9/11/2011 13:32,6.25,12647.0,Germany
541421,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,5,1/17/2011 17:44,1.63,,United Kingdom
552666,21731,RED TOADSTOOL LED NIGHT LIGHT,1,5/10/2011 15:05,4.13,,United Kingdom
577859,23200,JUMBO BAG PEARS,10,11/22/2011 11:24,2.08,14534.0,United Kingdom
542617,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,4,1/30/2011 15:48,1.25,17463.0,United Kingdom
568224,23505,PLAYING CARDS I LOVE LONDON ,2,9/26/2011 10:22,1.25,17377.0,United Kingdom
537955,21937,STRAWBERRY   PICNIC BAG,1,12/9/2010 11:28,2.95,16782.0,United Kingdom
559693,84509C,SET OF 4 POLKADOT PLACEMATS ,2,7/11/2011 16:21,3.29,,United Kingdom
576617,21329,DINOSAURS  WRITING SET ,1,11/15/2011 16:57,3.29,,United Kingdom
550651,85186C,BUNNY EGG GARLAND,3,4/19/2011 16:52,0.42,15436.0,United Kingdom
560603,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,36,7/20/2011 8:59,0.29,18180.0,United Kingdom
568159,22626,BLACK KITCHEN SCALES,2,9/25/2011 12:22,8.5,17719.0,United Kingdom
542906,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2/1/2011 15:12,5.79,,United Kingdom
557260,22972,CHILDREN'S SPACEBOY MUG,12,6/19/2011 10:39,1.65,17932.0,United Kingdom
581433,22393,PAPERWEIGHT VINTAGE COLLAGE,24,12/8/2011 15:54,0.39,14911.0,EIRE
545238,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,3/1/2011 11:02,1.25,15241.0,United Kingdom
566450,22974,CHILDRENS DOLLY GIRL MUG,6,9/12/2011 16:12,1.65,15673.0,United Kingdom
580730,22549,PICTURE DOMINOES,1,12/5/2011 17:28,3.29,,United Kingdom
576052,22667,RECIPE BOX RETROSPOT ,1,11/13/2011 14:48,2.95,15787.0,United Kingdom
551538,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,5/3/2011 8:37,0.85,,United Kingdom
552234,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,5/6/2011 16:01,5.79,,United Kingdom
536613,22652,TRAVEL SEWING KIT,10,12/2/2010 9:44,1.65,17855.0,United Kingdom
547809,22349,DOG BOWL CHASING BALL DESIGN,1,3/25/2011 13:54,3.75,12748.0,United Kingdom
538172,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,12/10/2010 9:33,2.95,15805.0,United Kingdom
577410,23265,SET OF 3 WOODEN TREE DECORATIONS,12,11/20/2011 10:59,1.25,14664.0,United Kingdom
561113,23300,GARDENERS KNEELING PAD CUP OF TEA ,10,7/25/2011 12:09,1.65,17841.0,United Kingdom
565541,22561,WOODEN SCHOOL COLOURING SET,2,9/5/2011 12:00,1.65,14159.0,United Kingdom
569229,23294,SET OF 6 SNACK LOAF BAKING CASES,1,10/2/2011 14:56,0.83,14502.0,United Kingdom
561363,84859A,SILVER DISCO HANDBAG,2,7/26/2011 15:42,1.95,17238.0,United Kingdom
547510,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,3/23/2011 13:42,2.95,15245.0,United Kingdom
577051,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,11/17/2011 14:02,2.55,14034.0,United Kingdom
540481,21244,BLUE POLKADOT PLATE ,16,1/7/2011 15:42,1.69,16955.0,United Kingdom
578833,23171,REGENCY TEA PLATE GREEN ,6,11/25/2011 15:23,3.29,,United Kingdom
576339,23228,FILIGREE HEART BIRD WHITE ,1,11/14/2011 15:27,2.46,14096.0,United Kingdom
557484,21877,HOME SWEET HOME MUG,21,6/20/2011 14:36,1.25,14796.0,United Kingdom
536592,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,1,12/1/2010 17:06,5.91,,United Kingdom
536415,21986,PACK OF 12 PINK POLKADOT TISSUES,12,12/1/2010 11:57,0.29,12838.0,United Kingdom
561060,23177,TREASURE ISLAND BOOK BOX,8,7/24/2011 13:30,2.25,17703.0,United Kingdom
552234,21172,PARTY METAL SIGN ,1,5/6/2011 16:01,4.13,,United Kingdom
573576,22574,HEART WOODEN CHRISTMAS DECORATION,1,10/31/2011 14:09,1.63,14096.0,United Kingdom
560225,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,7/15/2011 16:27,4.13,,United Kingdom
579283,21843,RED RETROSPOT CAKE STAND,2,11/29/2011 10:45,10.95,13883.0,United Kingdom
576828,21001,ROSE DU SUD WASHBAG ,1,11/16/2011 14:36,5.95,,United Kingdom
538199,21533,RETROSPOT LARGE MILK JUG,1,12/10/2010 11:02,4.95,14082.0,United Kingdom
555368,22838,3 TIER CAKE TIN RED AND CREAM,1,6/2/2011 14:30,14.95,13437.0,United Kingdom
572317,20735,BLACK MINI TAPE MEASURE ,2,10/23/2011 16:13,0.85,14629.0,United Kingdom
578146,23536,WALL ART VILLAGE SHOW ,1,11/23/2011 11:07,5.95,13742.0,United Kingdom
543162,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2/3/2011 18:08,4.95,17507.0,United Kingdom
580311,21533,RETROSPOT LARGE MILK JUG,6,12/2/2011 14:48,4.95,18245.0,United Kingdom
540977,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,1/12/2011 15:01,2.51,,United Kingdom
570019,22055,MINI CAKE STAND  HANGING STRAWBERY,3,10/7/2011 10:13,1.65,17841.0,United Kingdom
561247,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,7/26/2011 11:38,2.95,16592.0,United Kingdom
566207,22532,MAGIC DRAWING SLATE LEAP FROG ,192,9/9/2011 15:02,0.27,12830.0,United Kingdom
566444,23212,HEART WREATH DECORATION WITH BELL,12,9/12/2011 15:32,1.25,14020.0,United Kingdom
564868,22355,CHARLOTTE BAG SUKI DESIGN,10,8/31/2011 10:42,0.85,16842.0,United Kingdom
539261,20982,12 PENCILS TALL TUBE SKULLS,12,12/16/2010 14:34,0.85,15620.0,United Kingdom
575687,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,48,11/10/2011 16:03,2.89,16126.0,United Kingdom
543448,22652,TRAVEL SEWING KIT,2,2/8/2011 12:12,4.13,,United Kingdom
540848,22983,CARD BILLBOARD FONT,1,1/12/2011 9:26,0.85,,United Kingdom
578925,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,9,11/27/2011 12:13,2.95,17365.0,United Kingdom
570187,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,10/7/2011 15:09,8.29,,United Kingdom
541485,22966,GINGERBREAD MAN COOKIE CUTTER,1,1/18/2011 13:05,1.25,18118.0,United Kingdom
538170,22474,SPACEBOY TV DINNER TRAY,1,12/9/2010 19:32,4.95,13969.0,United Kingdom
567904,23176,ABC TREASURE BOOK BOX ,8,9/22/2011 16:34,2.25,12609.0,Germany
574273,22508,DOORSTOP RETROSPOT HEART,1,11/3/2011 14:33,3.75,16322.0,United Kingdom
566601,22349,DOG BOWL CHASING BALL DESIGN,1,9/13/2011 15:57,3.75,16469.0,United Kingdom
550361,22727,ALARM CLOCK BAKELIKE RED ,4,4/18/2011 11:10,3.75,13082.0,United Kingdom
550806,22367,CHILDRENS APRON SPACEBOY DESIGN,8,4/20/2011 15:44,1.95,14334.0,United Kingdom
571797,23534,WALL ART STOP FOR TEA ,1,10/19/2011 11:41,12.46,,United Kingdom
575176,22792,FLUTED ANTIQUE CANDLE HOLDER,3,11/8/2011 18:29,1.63,,United Kingdom
538635,84849D,HOT BATHS SOAP HOLDER,1,12/13/2010 13:32,1.69,17303.0,United Kingdom
573035,23247,BISCUIT TIN 50'S CHRISTMAS,6,10/27/2011 13:43,2.89,12433.0,Norway
542265,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,1/26/2011 17:27,1.25,15867.0,United Kingdom
561330,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,7/26/2011 14:03,1.25,16019.0,United Kingdom
569546,21731,RED TOADSTOOL LED NIGHT LIGHT,1,10/4/2011 16:39,1.65,15276.0,United Kingdom
543533,82494l,WOODEN FRAME ANTIQUE WHITE ,2,2/9/2011 13:00,8.29,,United Kingdom
576398,21479,WHITE SKULL HOT WATER BOTTLE ,4,11/15/2011 10:48,4.25,15758.0,United Kingdom
536373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 9:02,3.39,17850.0,United Kingdom
577785,23500,KEY RING BASEBALL BOOT ASSORTED ,20,11/21/2011 16:25,1.25,16369.0,United Kingdom
580973,22602,RETROSPOT WOODEN HEART DECORATION,12,12/6/2011 15:12,0.85,12820.0,United Kingdom
578519,22097,SWALLOW SQUARE TISSUE BOX,2,11/24/2011 13:56,0.39,14591.0,United Kingdom
559816,22212,FOUR HOOK  WHITE LOVEBIRDS,1,7/12/2011 16:11,4.13,,United Kingdom
541827,21625,VINTAGE UNION JACK APRON,1,1/21/2011 17:05,5.79,,United Kingdom
539095,20728,LUNCH BAG CARS BLUE,10,12/16/2010 10:18,1.65,16037.0,United Kingdom
553074,22551,PLASTERS IN TIN SPACEBOY,3,5/13/2011 11:45,1.65,15529.0,United Kingdom
565234,22961,JAM MAKING SET PRINTED,2,9/2/2011 9:38,3.29,,United Kingdom
545057,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,2/27/2011 12:49,0.85,13630.0,United Kingdom
551775,23178,JAM CLOCK MAGNET,6,5/4/2011 11:21,2.89,12886.0,United Kingdom
578818,22367,CHILDRENS APRON SPACEBOY DESIGN,2,11/25/2011 13:47,1.95,17920.0,United Kingdom
562932,20726,LUNCH BAG WOODLAND,2,8/10/2011 16:39,1.65,16904.0,United Kingdom
542085,22713,CARD I LOVE LONDON ,12,1/25/2011 12:33,0.42,14534.0,United Kingdom
558117,84997a,CHILDRENS CUTLERY POLKADOT GREEN ,1,6/27/2011 9:11,8.29,,United Kingdom
550206,22386,JUMBO BAG PINK POLKADOT,1,4/15/2011 10:38,4.13,,United Kingdom
553389,16207A,PINK STRAWBERRY HANDBAG ,1,5/16/2011 16:37,2.46,,United Kingdom
566757,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,9/14/2011 15:54,2.46,,United Kingdom
558923,47566,PARTY BUNTING,8,7/5/2011 10:06,4.95,16837.0,United Kingdom
578347,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,11/24/2011 9:26,3.75,,United Kingdom
536592,22324,BLUE POLKADOT KIDS BAG,1,12/1/2010 17:06,4.21,,United Kingdom
569367,35972,DAISY FOLKART HEART DECORATION,20,10/3/2011 15:28,1.25,13994.0,United Kingdom
566033,22983,CARD BILLBOARD FONT,12,9/8/2011 13:07,0.42,16031.0,United Kingdom
574165,51014C,"FEATHER PEN,COAL BLACK",24,11/3/2011 11:36,0.39,14815.0,United Kingdom
564061,48185,DOORMAT FAIRY CAKE,1,8/22/2011 14:38,7.95,14505.0,United Kingdom
576396,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,11/15/2011 10:41,2.95,16164.0,United Kingdom
578324,23581,JUMBO BAG PAISLEY PARK,2,11/23/2011 17:32,2.08,17530.0,United Kingdom
555545,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,6/5/2011 13:08,2.08,17735.0,United Kingdom
543389,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2/8/2011 9:56,1.95,17841.0,United Kingdom
543193,22838,3 TIER CAKE TIN RED AND CREAM,4,2/4/2011 12:18,14.95,13725.0,United Kingdom
544766,22778,GLASS CLOCHE SMALL,2,2/23/2011 11:09,8.29,,United Kingdom
536876,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,12/3/2010 11:36,3.36,,United Kingdom
562717,20754,RETROSPOT RED WASHING UP GLOVES,1,8/8/2011 15:42,4.13,,United Kingdom
550823,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,24,4/21/2011 9:36,1.45,16133.0,United Kingdom
581401,90214E,"LETTER ""E"" BLING KEY RING",12,12/8/2011 13:43,0.29,17644.0,United Kingdom
563723,23209,LUNCH BAG VINTAGE DOILY ,10,8/18/2011 16:43,1.65,13319.0,United Kingdom
579508,22951,60 CAKE CASES DOLLY GIRL DESIGN,3,11/29/2011 16:33,1.25,,United Kingdom
538519,22802,FAUX FUR CHOCOLATE THROW,1,12/12/2010 16:20,19.95,18037.0,United Kingdom
570807,23529,WALL ART DOLLY GIRL ,6,10/12/2011 12:44,3.75,13704.0,United Kingdom
569037,21733,RED HANGING HEART T-LIGHT HOLDER,1,9/30/2011 10:45,2.95,13263.0,United Kingdom
565917,23297,SET 40 HEART SHAPE PETIT FOUR CASES,1,9/7/2011 16:15,3.29,,United Kingdom
577500,23349,ROLL WRAP VINTAGE CHRISTMAS,1,11/20/2011 12:30,1.25,14052.0,United Kingdom
